,desc,perc,selectionID,sport,temp,time,topBottom,win
20,NHL: Who will WIN this matchup?,73.8,unselectable,NHL,Cold,2015-01-17 19:00:00,Bottom,Yes
21,NHL: Who will WIN this matchup?,99.2,unselectable,NHL,Warmer,2015-01-17 19:00:00,Bottom,Yes
22,NHL: Who will WIN this matchup?,96.7,unselectable,NHL,Cold,2015-01-17 19:00:00,Bottom,Yes
23,NBA: Who will WIN this matchup?,67.1,unselectable,NBA,Cold,2015-01-17 19:00:00,Bottom,Yes
24,NCB (#24 Oklahoma State @ #18 Oklahoma): Which side will record a HIGHER TOTAL? ,90.2,unselectable,NCB,Cold,2015-01-17 19:05:00,Top,No
25,NCB: Who will WIN this matchup?,94.9,unselectable,NCB,Warm,2015-01-17 19:05:00,Bottom,Yes
26,NCB: Who will WIN this matchup?,89.0,unselectable,NCB,Warmer,2015-01-17 19:35:00,Top,No
27,NBA: Who will WIN this matchup?,63.7,unselectable,NBA,Warm,2015-01-17 20:00:00,Top,No
28,NBA: Who will WIN this matchup?,78.5,unselectable,NBA,Cold,2015-01-17 20:00:00,Top,No
29,NHL: Who will WIN this matchup?,83.2,unselectable,NHL,Cold,2015-01-17 20:00:00,Top,No
30,NCB: Who will WIN this matchup?,90.4,unselectable,NCB,Warm,2015-01-17 20:35:00,Top,No
31,NCB: Who will WIN this matchup?,63.2,unselectable,NCB,Warm,2015-01-17 21:05:00,Top,No
32,NCB: Who will WIN this matchup?,65.5,unselectable,NCB,Cold,2015-01-17 21:05:00,Top,No
33,NCB: Who will WIN this matchup?,96.6,unselectable,NCB,Warmer,2015-01-17 21:05:00,Bottom,Yes
34,NHL: Who will WIN this matchup?,66.1,unselectable,NHL,Cold,2015-01-17 23:05:00,Top,No
35,NCB: Who will WIN this matchup?,77.6,unselectable,NCB,Warm,2015-01-17 23:10:00,Bottom,Yes
36,"WBC Heavyweight Title Fight (Las Vegas, NV): Who will WIN this FIGHT?",97.5,unselectable,Boxing,Hot,2015-01-17 23:52:00,Bottom,Yes
0,English Premier League: What will be the match result?,75.8,unselectable,Soccer,Hot,2015-01-18 11:00:00,Bottom,Yes
1,NHL: Who will WIN this matchup?,87.7,unselectable,NHL,Warmer,2015-01-18 12:30:00,Bottom,Yes
2,NCW (South Florida @ #2 Connecticut): What will be the GAME RESULT?,87.7,unselectable,NCW,Warmer,2015-01-18 13:02:00,Top,No
3,NFC Championship: What will be the GAME RESULT?,84.0,unselectable,NFL,Warmer,2015-01-18 15:05:00,Top,No
4,NFC Championship (Packers @ Seahawks): Which COMBO will record MORE OFFENSIVE YARDS in the 1st Half?,63.4,unselectable,NFL,Warmer,2015-01-18 15:06:00,Bottom,Yes
5,"PGA Sony Open (Honolulu, HI): Who will WIN the TOURNAMENT?",83.5,unselectable,Golf,Warm,2015-01-18 15:40:00,Bottom,Yes
6,NFC Championship (Packers @ Seahawks): Which TEAM will SCORE the FIRST TOUCHDOWN of the 2nd Half? (No OT),63.5,unselectable,NFL,Hot,2015-01-18 16:47:00,Bottom,Yes
7,AFC Championship: What will be the GAME RESULT?,77.5,unselectable,NFL,Warmer,2015-01-18 18:40:00,Top,No
8,AFC Championship (Colts @ Patriots): Which QB will be FIRST to record a TD PASS in the 1st Half?,63.1,unselectable,NFL,Warmer,2015-01-18 18:41:00,Bottom,Yes
9,Women's Australian Open - 1st Rd: Who will WIN this matchup?,93.6,unselectable,Tennis,Warmer,2015-01-18 19:10:00,Bottom,Yes
10,AFC Championship (Colts @ Patriots): Which TEAM will SCORE MORE POINTS in the 2nd Half? (No OT),68.1,unselectable,NFL,Hot,2015-01-18 20:40:00,Bottom,Yes
11,Australian Open - 1st Rd (# 6 Andy Murray v. Yuki Bhambri): How many GAMES will Murray LOSE?,96.7,unselectable,Tennis,Hot,2015-01-18 21:09:28,Top,No
12,"UFC Fight Night (Boston, MA): Who will WIN this FIGHT?",90.8,unselectable,MMA,Hot,2015-01-18 23:20:03,Bottom,Yes
13,UFC Fight Night (Dennis Siver v. Conor McGregor): What will be the FIGHT RESULT?,84.7,unselectable,MMA,Hot,2015-01-19 00:02:00,Bottom,Yes
0,"Africa Cup of Nations 2015 - Group C (Mongomo, Equatorial Guinea): What will be the match result?",89.6,unselectable,Soccer,Hot,2015-01-19 11:00:00,Bottom,Yes
1,NHL: Who will WIN this matchup?,96.7,unselectable,NHL,Hot,2015-01-19 13:08:34,Bottom,Yes
2,"Africa Cup of Nations 2015 - Group C (Mongomo, Equatorial Guinea): What will be the match result?",74.9,unselectable,Soccer,Warmer,2015-01-19 14:00:00,Bottom,Yes
3,NBA: What will be the GAME RESULT?,53.8,unselectable,NBA,Warmer,2015-01-19 14:40:00,Top,No
4,English Premier League: What will be the match result?,94.3,unselectable,Soccer,Hot,2015-01-19 15:00:00,Bottom,Yes
5,NBA (Mavericks @ Grizzlies): Will EITHER TEAM SCORE 55 Points or More in the 1st Half?,73.7,unselectable,NBA,Hot,2015-01-19 17:10:00,Bottom,Yes
6,NCB (Pittsburgh @ #5 Duke): What will be the GAME RESULT?,76.0,unselectable,NCB,Warm,2015-01-19 19:01:00,Top,No
7,NCB (Pittsburgh @ #5 Duke): How many POINTS + REBOUNDS will Jahlil Okafor (DUKE) record in the 1st Half?,77.1,unselectable,NCB,Warm,2015-01-19 19:02:00,Bottom,Yes
8,NCW: What will be the GAME RESULT?,96.9,unselectable,NCW,Cold,2015-01-19 19:03:00,Top,No
9,NCB: Who will WIN this matchup?,93.6,unselectable,NCB,Cold,2015-01-19 19:03:00,Top,No
10,Women's Australian Open - 1st Rd (Sloane Stephens v. Victoria Azarenka): What will be the match result?,77.9,unselectable,Tennis,Cold,2015-01-19 19:10:00,Top,No
11,NHL: Who will WIN this matchup?,84.8,unselectable,NHL,Cold,2015-01-19 19:35:00,Top,No
12,NHL: Who will WIN this matchup?,97.8,unselectable,NHL,Warm,2015-01-19 19:35:00,Bottom,Yes
13,NBA: Who will WIN this matchup?,60.8,unselectable,NBA,Cold,2015-01-19 19:40:00,Bottom,Yes
14,NBA: Who will WIN this matchup?,91.9,unselectable,NBA,Warm,2015-01-19 20:05:00,Top,No
15,NHL: Who will WIN this matchup?,86.0,unselectable,NHL,Cold,2015-01-19 20:05:00,Bottom,Yes
16,NCB (Pittsbugh @ #5 Duke): Which will OCCUR FIRST in the 2nd Half? (No OT),52.3,unselectable,NCB,Warmer,2015-01-19 20:09:00,Top,No
17,Australian Open - 1st Rd (#4 Stan Wawrinka v. Marsel Ilhan): Will Wawrinka WIN 6-0 or 6-1 in ANY SET of the MATCH?,85.1,unselectable,Tennis,Warm,2015-01-19 20:56:01,Top,No
18,NCB: Who will WIN this matchup?,97.4,unselectable,NCB,Warmer,2015-01-19 21:00:32,Top,No
19,NCB: Who will WIN this matchup?,95.2,unselectable,NCB,Cold,2015-01-19 21:05:00,Bottom,Yes
20,NCB: Who will WIN this matchup?,98.3,unselectable,NCB,Warmer,2015-01-19 21:06:00,Bottom,Yes
21,NBA: What will be the GAME RESULT?,60.7,unselectable,NBA,Warmer,2015-01-19 22:10:08,Bottom,Yes
22,NHL: Who will WIN this matchup?,84.8,unselectable,NHL,Warmer,2015-01-19 22:40:00,Bottom,Yes
23,Australian Open - 1st Rd (#1 Novak Djokovic v. Aljaz Bedene): How many BREAKS of SERVE will occur in the 1st Set?,94.9,unselectable,Tennis,Hot,2015-01-19 22:46:52,Bottom,Yes
0,"Africa Cup of Nations 2015 - Group D (Malabo, Equatorial Guinea): What will be the match result?",95.5,unselectable,Soccer,Hot,2015-01-20 11:00:00,Bottom,Yes
1,"Africa Cup of Nations 2015 - Group D (Malabo, Equatorial Guinea): What will be the match result?",93.4,unselectable,Soccer,Hot,2015-01-20 14:00:00,Top,No
2,English League Cup - Semifinals (1st Leg): What will be the match result?,71.2,unselectable,Soccer,Hot,2015-01-20 14:45:00,Top,No
3,Coppa Italia - Rd of 16: What will be the match result? (90 Min+Inj),56.9,unselectable,Soccer,Warm,2015-01-20 15:00:00,Top,No
4,NCB: Who will WIN this matchup?,79.3,unselectable,NCB,Warmer,2015-01-20 18:32:00,Top,No
5,NCB: What will be the GAME RESULT?,83.0,unselectable,NCB,Warm,2015-01-20 19:01:00,Top,No
6,NCB (LSU @ Florida): Will EITHER TEAM have a DOUBLE DIGIT LEAD at ANY POINT in the 1st Half?,63.2,unselectable,NCB,Warmer,2015-01-20 19:02:00,Top,No
7,NCB: Which TEAM will have the LARGER MARGIN of VICTORY?,80.0,unselectable,NCB,Cold,2015-01-20 19:03:00,Bottom,Yes
8,Women's Australian Open - 2nd Rd (#10 Ekaterina Makarova v. Roberta Vinci): What will be the match result?,94.2,unselectable,Tennis,Warm,2015-01-20 19:15:00,Top,No
9,NCB: Who will WIN this matchup?,87.2,unselectable,NCB,Warm,2015-01-20 19:32:00,Top,No
10,NHL: Who will WIN this matchup?,72.4,unselectable,NHL,Cold,2015-01-20 19:35:00,Bottom,Yes
11,NHL: Who will WIN this matchup?,94.6,unselectable,NHL,Cold,2015-01-20 19:35:00,Bottom,Yes
12,NHL: Who will WIN this matchup?,95.8,unselectable,NHL,Warmer,2015-01-20 19:40:00,Top,No
13,NCB (LSU @ Florida): Will a FREE THROW be MADE in the FIRST 2 MINUTES of the 2nd Half?,64.3,unselectable,NCB,Hot,2015-01-20 20:10:00,Bottom,Yes
14,NHL: Who will WIN this matchup?,74.4,unselectable,NHL,Warm,2015-01-20 20:35:00,Top,No
15,NCB: Who will WIN this matchup?,55.0,unselectable,NCB,Cold,2015-01-20 20:35:00,Bottom,Yes
16,Women's Australian Open - 2nd Rd (#2 Maria Sharapova v. Alexandra Panova): Which side will record a HIGHER TOTAL?,96.1,unselectable,Tennis,Hot,2015-01-20 20:50:34,Top,No
17,NCB: Which side will record a HIGHER TOTAL? ,90.0,unselectable,NCB,Warm,2015-01-20 21:05:00,Top,No
18,NCB: What will be the GAME RESULT?,53.2,unselectable,NCB,Warmer,2015-01-20 21:09:00,Top,No
19,Australian Open - 2nd Rd (#2 Roger Federer v. Simone Bolelli): How many GAMES will be PLAYED in the 1st Set? ,94.0,unselectable,Tennis,Hot,2015-01-20 23:41:41,Top,No
0,Greek Cup - Rd of 16 (1st Leg): What will be the match result?,50.3,unselectable,Soccer,Hot,2015-01-21 08:00:00,Top,No
1,Africa Cup of Nations 2015 (Group A): What will be the match result?,88.2,unselectable,Soccer,Hot,2015-01-21 11:00:00,Bottom,Yes
2,Coupe de France - Rd of 32: Will Boulogne (v. Grenoble) AND St. Etienne (@ Tours FC) BOTH ADVANCE?,66.3,unselectable,Soccer,Warm,2015-01-21 13:00:00,Top,No
3,"Africa Cup of Nations 2015 - Group A (Bata, Equatorial Guinea): What will be the match result?",85.7,unselectable,Soccer,Warmer,2015-01-21 14:00:00,Top,No
4,Spanish Copa del Rey - Quarterfinals (1st Leg): What will be the match result?,83.4,unselectable,Soccer,Cold,2015-01-21 14:00:00,Top,No
5,English League Cup - Semifinals (1st Leg): What will be the match result?,75.6,unselectable,Soccer,Warm,2015-01-21 15:00:00,Bottom,Yes
6,Spanish Copa del Rey - Quarterfinals (1st Leg): What will be the match result?,90.0,unselectable,Soccer,Hot,2015-01-21 16:00:00,Bottom,Yes
7,NCB (Houston @ Cincinnati): What will be the GAME RESULT?,67.1,unselectable,NCB,Cold,2015-01-21 19:02:00,Top,No
8,NCB: What will be the GAME RESULT?,60.2,unselectable,NCB,Cold,2015-01-21 19:02:00,Top,No
9,NCB: Who will WIN this matchup?,83.9,unselectable,NCB,Cold,2015-01-21 19:02:00,Bottom,Yes
10,NCB: Who will WIN this matchup?,96.8,unselectable,NCB,Warm,2015-01-21 19:03:00,Top,No
11,NBA: Who will WIN this matchup?,56.4,unselectable,NBA,Cold,2015-01-21 19:05:00,Top,No
12,NBA: Who will WIN this matchup?,63.9,unselectable,NBA,Cold,2015-01-21 19:05:00,Bottom,Yes
13,NHL: Who will WIN this matchup?,55.7,unselectable,NHL,Cold,2015-01-21 19:05:00,Top,No
14,Women's Australian Open - 2nd Rd: Will BOTH #6 A. Radwanska (v. J. Larsson) AND #18 V. Williams (v. L. Davis) WIN 2-0?,67.3,unselectable,Tennis,Cold,2015-01-21 19:10:00,Top,No
15,NBA: Who will WIN this matchup?,96.0,unselectable,NBA,Warmer,2015-01-21 20:05:00,Bottom,Yes
16,NBA: Who will WIN this matchup?,57.2,unselectable,NBA,Warm,2015-01-21 20:09:00,Bottom,Yes
17,NHL: Who will WIN this matchup?,72.2,unselectable,NHL,Cold,2015-01-21 20:10:00,Top,No
18,NBA (Thunder @ Wizards): Which COMBO will SCORE MORE POINTS in the 1st Half?,66.2,unselectable,NBA,Warm,2015-01-21 20:10:00,Top,No
19,Women's Australian Open - 2nd Rd (#1 Serena Williams v. Vera Zvonareva): How many TOTAL GAMES will be PLAYED?,70.6,unselectable,Tennis,Warm,2015-01-21 20:35:37,Top,No
20,NHL: Who will WIN this matchup?,96.1,unselectable,NHL,Warm,2015-01-21 21:05:00,Bottom,Yes
21,NBA: Who will WIN this matchup?,68.6,unselectable,NBA,Cold,2015-01-21 21:05:00,Top,No
22,NCB (Texas Tech @ Oklahoma State): What will be the GAME RESULT?,67.9,unselectable,NCB,Cold,2015-01-21 21:08:00,Bottom,Yes
23,NBA (Thunder @ Wizards): How many POINTS will be SCORED in the 2nd Half? (No OT),70.2,unselectable,NBA,Warmer,2015-01-21 21:29:00,Bottom,Yes
24,NHL: Who will WIN this matchup?,91.9,unselectable,NHL,Warmer,2015-01-21 22:05:00,Top,No
25,NHL: Who will WIN this matchup?,83.8,unselectable,NHL,Warm,2015-01-21 22:40:00,Bottom,Yes
26,NBA: What will be the GAME RESULT?,77.3,unselectable,NBA,Warmer,2015-01-21 22:40:00,Top,No
27,Women's Australian Open - 2nd Rd: Who will WIN the 1st Set?,51.8,unselectable,Tennis,Hot,2015-01-21 23:29:52,Top,No
0,Kontinental Hockey League: Who will WIN this matchup?,63.5,unselectable,Hockey,Hot,2015-01-22 08:00:00,Top,No
1,"Africa Cup of Nations 2015 - Group B (Ebebiyin, Equatorial Guinea): What will be the match result?",86.4,unselectable,Soccer,Hot,2015-01-22 11:00:00,Top,No
2,"Africa Cup of Nations 2015 - Group B (Ebebiyin, Equatorial Guinea): What will be the match result?",93.5,unselectable,Soccer,Hot,2015-01-22 14:00:00,Top,No
3,Coppa Italia - Rd of 16 (Udinese @ Napoli): What will be the match result?,68.5,unselectable,Soccer,Warm,2015-01-22 15:00:00,Bottom,Yes
4,Spanish Copa del Rey - Quarterfinals (1st Leg): What will be the match result?,80.1,unselectable,Soccer,Warmer,2015-01-22 16:00:00,Top,No
5,NCB: Who will WIN this matchup?,93.5,unselectable,NCB,Warmer,2015-01-22 19:02:00,Bottom,Yes
6,NCB: What will be the GAME RESULT?,83.1,unselectable,NCB,Cold,2015-01-22 19:02:00,Top,No
7,NCB: What will be the GAME RESULT?,74.0,unselectable,NCB,Cold,2015-01-22 19:02:00,Top,No
8,Women's Australian Open - 3rd Rd: Who will WIN this matchup?,98.0,unselectable,Tennis,Warm,2015-01-22 19:05:00,Bottom,Yes
9,NCB: What will be the GAME RESULT?,83.4,unselectable,NCB,Cold,2015-01-22 19:05:01,Bottom,Yes
10,NBA: Who will WIN this matchup?,76.3,unselectable,NBA,Warm,2015-01-22 20:02:00,Top,No
11,NBA (Spurs @ Bulls): How many DIFFERENT PLAYERS will SCORE 10+ POINTS in the 1st Half?,90.5,unselectable,NBA,Warmer,2015-01-22 20:02:30,Bottom,Yes
12,Australian Open - 3rd Rd: Which MATCH will have the LARGER MARGIN of VICTORY?,62.2,unselectable,Tennis,Cold,2015-01-22 20:37:49,Top,No
13,NCB: Who will WIN this matchup?,98.0,unselectable,NCB,Hot,2015-01-22 21:05:00,Top,No
14,NCB: Who will WIN this matchup?,64.4,unselectable,NCB,Cold,2015-01-22 21:05:00,Top,No
15,NCB: Who will WIN this matchup?,80.9,unselectable,NCB,Cold,2015-01-22 21:05:00,Bottom,Yes
16,NBA (Spurs @ Bulls): How many POINTS will the Spurs SCORE in the 3rd Quarter?,82.6,unselectable,NBA,Warmer,2015-01-22 21:20:00,Bottom,Yes
17,NCB: Who will WIN this matchup?,94.5,unselectable,NCB,Warm,2015-01-22 21:32:00,Top,No
18,X Games Aspen (Men's Snowboard SuperPipe Final): What will be the EVENT RESULT?,70.2,unselectable,EXPN,Warmer,2015-01-22 22:14:53,Top,No
19,NBA/NCB: Which TEAM will have a LARGER LEAD at HALFTIME?,68.8,unselectable,Unknown,Warm,2015-01-22 22:40:00,Top,No
20,Australian Open - 3rd Rd (#2 Roger Federer v. Andreas Seppi): How many BREAKS of SERVE will occur in the 1st Set?,93.1,unselectable,Tennis,Warmer,2015-01-22 22:58:00,Bottom,Yes
21,NCB: Who will WIN this matchup?,96.5,unselectable,NCB,Hot,2015-01-22 23:05:00,Bottom,Yes
0,"Africa Cup of Nations 2015 - Group C (Mongomo, Equatorial Guinea): What will be the match result?",89.0,unselectable,Soccer,Hot,2015-01-23 11:00:00,Top,No
1,EuroLeague (Group F): Who will WIN this matchup?,64.3,unselectable,Hoops,Warm,2015-01-23 11:30:00,Bottom,Yes
2,EuroLeague (Maccabi Tel Aviv @ Zalgiris Kaunas): Which TEAM will SCORE MORE POINTS in the 2nd Quarter?,93.5,unselectable,Hoops,Warmer,2015-01-23 13:05:40,Top,No
3,"Africa Cup of Nations 2015 - Group C (Mongomo, Equatorial Guinea): What will be the match result?",56.3,unselectable,Soccer,Warmer,2015-01-23 14:00:00,Bottom,Yes
4,French Ligue 1: What will be the match result?,74.6,unselectable,Soccer,Warm,2015-01-23 14:30:00,Bottom,Yes
5,English FA Cup - 4th Round Proper: What will be the match result? (90 Min+Inj),93.7,unselectable,Soccer,Hot,2015-01-23 14:55:00,Top,No
6,PGA Humana Challenge (PGA West (Palmer)): What will be Z. Johnson and L. Donald's COMBINED SCORE on the Par 5 18th?,92.1,unselectable,Golf,Hot,2015-01-23 18:15:00,Bottom,Yes
7,NCB: Who will WIN this matchup?,92.8,unselectable,NCB,Warm,2015-01-23 19:00:00,Bottom,Yes
8,NCB: Which side will record a HIGHER TOTAL?,62.2,unselectable,NCB,Cold,2015-01-23 19:02:00,Top,No
9,Women's Australian Open - 3rd Rd (#18 Venus Williams v. Camila Giorgi): What will be the match result?,87.8,unselectable,Tennis,Warm,2015-01-23 19:05:00,Top,No
10,NBA: Who will WIN this matchup?,78.4,unselectable,NBA,Warmer,2015-01-23 19:30:00,Bottom,Yes
11,NBA: Who will WIN this matchup?,92.1,unselectable,NBA,Warm,2015-01-23 19:30:00,Top,No
12,NBA: Who will WIN this matchup?,97.4,unselectable,NBA,Cold,2015-01-23 19:30:00,Bottom,Yes
13,NBA: What will be the GAME RESULT?,94.0,unselectable,NBA,Warmer,2015-01-23 20:09:00,Top,No
14,NBA (Bulls @ Mavericks): Who will be the LEADING SCORER at HALFTIME?,71.4,unselectable,NBA,Warmer,2015-01-23 20:10:00,Bottom,Yes
15,NBA: Who will WIN this matchup?,82.2,unselectable,NBA,Warm,2015-01-23 21:05:00,Top,No
16,NBA (Bulls @ Mavericks): How many 3-POINTERS will be MADE in the 3rd Quarter?,57.5,unselectable,NBA,Warmer,2015-01-23 21:21:00,Top,No
17,Australian Open - 3rd Rd: Who will WIN this matchup?,89.0,unselectable,Tennis,Hot,2015-01-23 22:03:01,Top,No
18,X Games Aspen (Snowboard Big Air Final): Who will WIN the GOLD MEDAL?,95.0,unselectable,EXPN,Hot,2015-01-23 22:29:37,Top,No
19,Women's Australian Open - 3rd Rd: Who will WIN the 1st Set?,94.3,unselectable,Tennis,Hot,2015-01-23 23:48:00,Top,No
0,Spanish Primera Division (Real Madrid @ Cordoba): What will be the match result?,69.1,unselectable,Soccer,Warmer,2015-01-24 10:00:00,Bottom,Yes
1,English FA Cup - 4th Round Proper: What will be the match result? (90 Min+Inj),93.4,unselectable,Soccer,Warmer,2015-01-24 10:00:00,Bottom,Yes
2,NCB: Who will WIN this matchup?,69.1,unselectable,NCB,Warm,2015-01-24 12:00:00,Bottom,Yes
3,NCB: Who will WIN this matchup?,92.4,unselectable,NCB,Warm,2015-01-24 12:00:00,Top,No
4,NCB: What will be the GAME RESULT?,95.4,unselectable,NCB,Warmer,2015-01-24 12:00:00,Top,No
5,NCB: Who will WIN this matchup?,98.0,unselectable,NCB,Hot,2015-01-24 14:05:00,Top,No
6,NCB: Who will WIN this matchup?,60.1,unselectable,NCB,Cold,2015-01-24 14:07:00,Top,No
7,NCB (Florida State @ #15 North Carolina): What will be the GAME RESULT?,91.6,unselectable,NCB,Warm,2015-01-24 14:08:00,Bottom,Yes
8,NCB: Who will WIN this matchup?,89.2,unselectable,NCB,Hot,2015-01-24 14:32:00,Top,No
9,NCB: Who will WIN this matchup?,86.6,unselectable,NCB,Cold,2015-01-24 16:06:00,Bottom,Yes
10,NCB: Who will WIN this matchup?,94.6,unselectable,NCB,Warmer,2015-01-24 16:10:00,Bottom,Yes
11,NCB: Who will WIN this matchup?,95.3,unselectable,NCB,Warm,2015-01-24 16:10:00,Top,No
12,NCB: What will be the GAME RESULT?,95.7,unselectable,NCB,Cold,2015-01-24 16:10:00,Top,No
13,NCB: Who will WIN this matchup?,62.0,unselectable,NCB,Warm,2015-01-24 18:03:00,Top,No
14,NCB: Who will WIN this matchup?,93.0,unselectable,NCB,Warmer,2015-01-24 18:05:00,Top,No
15,NCB: Who will WIN this matchup?,93.4,unselectable,NCB,Warm,2015-01-24 18:05:00,Bottom,Yes
16,NCB: What will be the GAME RESULT?,69.0,unselectable,NCB,Warmer,2015-01-24 19:00:00,Top,No
17,Women's Australian Open - 4th Rd (#7 Eugenie Bouchard v. Irina-Camelia Begu): How many GAMES will Bouchard WIN?,84.1,unselectable,Tennis,Warmer,2015-01-24 19:10:00,Top,No
18,NBA: Who will WIN this matchup?,54.4,unselectable,NBA,Warm,2015-01-24 19:30:00,Top,No
19,NCB: Who will WIN this matchup?,85.3,unselectable,NCB,Warm,2015-01-24 20:05:00,Top,No
20,UFC on FOX (Ryan Bader v. Phil Davis): What will be the FIGHT RESULT?,86.4,unselectable,MMA,Warmer,2015-01-24 20:34:02,Bottom,Yes
21,UFC on FOX (Dan Henderson v. Gegard Mousasi): What will be the FIGHT RESULT?,96.6,unselectable,MMA,Hot,2015-01-24 21:12:45,Bottom,Yes
22,Women's Australian Open (#2 M. Sharapova v. #21 P. Shuai): Will Sharapova LOSE 4 GAMES or More in ANY SET of the MATCH?,53.9,unselectable,Tennis,Warm,2015-01-24 21:37:00,Top,No
23,UFC on FOX (Alexander Gustafsson v. Anthony Johnson): What will be the FIGHT RESULT?,53.8,unselectable,MMA,Warmer,2015-01-24 21:45:00,Top,No
24,NBA: Who will WIN this matchup?,72.2,unselectable,NBA,Warmer,2015-01-24 22:00:00,Bottom,Yes
25,NCB: Who will WIN this matchup?,81.0,unselectable,NCB,Hot,2015-01-24 22:05:00,Bottom,Yes
26,Australian Open - 4th Rd (#3 Rafael Nadal v. #14 Kevin Anderson): What will be the 1st Set result?,61.6,unselectable,Tennis,Hot,2015-01-24 23:10:00,Bottom,Yes
0,Italian Serie A (Chievo Verona @ Juventus): What will be the match result?,86.4,unselectable,Soccer,Hot,2015-01-25 09:00:00,Bottom,Yes
1,English FA Cup - 4th Round Proper: What will be the match result? (90 Min+Inj),62.4,unselectable,Soccer,Warmer,2015-01-25 11:00:00,Top,No
2,NCW: Who will WIN this matchup?,88.9,unselectable,NCW,Warmer,2015-01-25 12:00:00,Top,No
3,Africa Cup of Nations - Group A: Will BOTH Congo (v Burkina Faso) AND Gabon (v Eq. Guinea) ADVANCE to the Knockout Rd?,91.3,unselectable,Soccer,Warm,2015-01-25 13:00:00,Top,No
4,NBA (Heat @ Bulls): How many POINTS will be SCORED?,72.0,unselectable,NBA,Warm,2015-01-25 13:02:47,Bottom,Yes
5,NCB: Which side will record a HIGHER TOTAL?,91.9,unselectable,NCB,Warmer,2015-01-25 13:35:00,Top,No
6,NCW: Who will WIN this matchup?,74.8,unselectable,NCW,Cold,2015-01-25 14:05:00,Top,No
7,NCB: What will be the GAME RESULT?,77.4,unselectable,NCB,Warmer,2015-01-25 14:09:00,Top,No
8,NCW: Which side will record a HIGHER TOTAL?,79.5,unselectable,NCW,Warm,2015-01-25 15:02:00,Bottom,Yes
9,NBA: Who will WIN this matchup?,65.1,unselectable,NBA,Warmer,2015-01-25 15:35:00,Bottom,Yes
10,NCW: Who will WIN this matchup?,92.2,unselectable,NCW,Cold,2015-01-25 16:02:00,Bottom,Yes
11,NCB: Which side will record a HIGHER TOTAL?,84.2,unselectable,NCB,Cold,2015-01-25 16:02:29,Top,No
12,NCB: Who will WIN this matchup?,98.0,unselectable,NCB,Hot,2015-01-25 16:06:00,Top,No
13,NCW: Who will WIN this matchup?,95.3,unselectable,NCW,Hot,2015-01-25 17:05:00,Bottom,Yes
14,"NHL All-Star Game (Columbus, OH): Who will WIN this matchup?",68.5,unselectable,NHL,Warm,2015-01-25 17:25:00,Top,No
15,NCW: Who will WIN this matchup?,96.2,unselectable,NCW,Warmer,2015-01-25 18:05:00,Top,No
16,NBA: Who will WIN this matchup?,75.3,unselectable,NBA,Cold,2015-01-25 18:05:00,Bottom,Yes
17,NBA: Who will WIN this matchup?,86.7,unselectable,NBA,Cold,2015-01-25 18:05:00,Top,No
18,NCB: Who will WIN this matchup?,93.0,unselectable,NCB,Hot,2015-01-25 18:32:00,Top,No
19,Women's Australian Open - 4th Rd (#11 Dominika Cibulkova v. Victoria Azarenka): What will be the match result?,76.0,unselectable,Tennis,Warmer,2015-01-25 19:15:00,Bottom,Yes
20,"NFL Pro Bowl (Glendale, AZ): Who will WIN this matchup?",52.4,unselectable,NFL,Warmer,2015-01-25 20:05:00,Top,No
21,Women's Australian Open - 4th Rd (#1 S. Williams v. #24 G. Muguruza): Which SET will Serena LOSE MORE GAMES in?,93.2,unselectable,Tennis,Hot,2015-01-25 21:53:00,Top,No
22,Australian Open - 4th Rd (#9 D. Ferrer v. #5 K. Nishikori): Who will record the FIRST BREAK of SERVE?,69.5,unselectable,Tennis,Hot,2015-01-26 00:13:59,Bottom,Yes
0,Greek Super League: What will be the match result?,66.9,unselectable,Soccer,Hot,2015-01-26 10:15:00,Top,No
1,Italian Serie A: What will be the match result?,94.8,unselectable,Soccer,Hot,2015-01-26 13:00:00,Top,No
2,"Africa Cup of Nations 2015 - Group B (Zambia v. Cape Verde - Ebebiyin, Equatorial Guinea): How many GOALS will be SCORED?",54.1,unselectable,Soccer,Cold,2015-01-26 13:00:00,Top,No
3,NBA: Who will WIN this matchup?,94.8,unselectable,NBA,Warm,2015-01-26 13:33:33,Top,No
4,English FA Cup - 4th Round Proper: What will be the match result?,93.7,unselectable,Soccer,Hot,2015-01-26 15:00:00,Top,No
5,Italian Serie A: What will be the match result?,76.0,unselectable,Soccer,Cold,2015-01-26 15:00:00,Top,No
6,NCB: What will be the GAME RESULT?,78.1,unselectable,NCB,Warm,2015-01-26 19:01:00,Top,No
7,NCB (Syracuse @ #13 North Carolina): How many POINTS will the LEADING SCORER have at Halftime?,59.4,unselectable,NCB,Warm,2015-01-26 19:02:00,Top,No
8,NCW (#12 Texas A&M @ #1 South Carolina): What will be the GAME RESULT?,62.9,unselectable,NCW,Cold,2015-01-26 19:03:00,Bottom,Yes
9,NCB: What will be the GAME RESULT?,98.0,unselectable,NCB,Cold,2015-01-26 19:03:02,Bottom,Yes
10,Women's Aussie Open (#3 Simona Halep v. #10 Ekaterina Makarova): How many times will Halep BREAK Makarova's SERVE?,97.7,unselectable,Tennis,Warm,2015-01-26 19:10:32,Bottom,Yes
